SpecCode,tl,guild,len,ord,ecoregion,stream,fresh,invasive,npp,discharge,herbivory,feeding_type,add_rems,Wmax
12308,0.556302501,secCons,1.397940009,Perciformes,Neotropic,Sonly,Fonly,notinvasive,12.83466746,495118.4073,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"In various biotopes, from small to medium-sized rivers. Feeds on benthic organisms such as small shrimps (Ref. 40602).",NA
12312,0.51587384,secCons,1.301029996,Perciformes,Neotropic,Sonly,Fonly,notinvasive,162.2641094,112150.1014,mainly animals (troph. 2.8 and up),variable,"Feeds on aquatic insects, fish and plants material (Ref. 27188).",NA
12315,0.301029996,Herb_detrite,1.230448921,Perciformes,Neotropic,Lonely,Fonly,notinvasive,1270.212345,1812.568311,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,Inhabits lakes and swampy areas with muddy bottoms.  Feeds on filaments of algae.,NA
12321,0.434568904,Omni,1.217483944,Perciformes,Neotropic,Both,Fonly,notinvasive,3635.210565,3287.95638,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabits lakes and slow moving rivers with moderate currents. Juveniles feed on aquatic insects, while adults feed on bottom detritus, seeds and leaves. Also naturally feed on snails and other mollusks, but will accept a variety of food in captivity (Ref. 44091).",NA
12322,0.301029996,Herb_detrite,1.544068044,Perciformes,Neotropic,Both,FandM,notinvasive,85.34420826,5711.092776,mainly plants/detritus (troph. 2-2.19),browsing on substrate,Inhabits lakes and the lower river valley with a slight tolerance for the brackish environment.  Herbivore (Ref. 78170).,NA
12323,0.385606274,Omni,1.176091259,Perciformes,Neotropic,Sonly,Fonly,notinvasive,62.08896229,844821.3018,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),"Found in lentic habitats with turbid, as well as clear waters (Ref. 35237). Acquires deeper  color in clear water. Prefers shady zones of quiet waters where it catches its preys at the surface (Ref. 35237). Feeds on insects at or above the surface.",NA
12330,0.5132176,secCons,1.602059991,Characiformes,Neotropic,Sonly,Fonly,notinvasive,80.02176704,122752.8891,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs in ponds (Ref. 11229).  Very active during the rainy season, it gains the flooded zones where it is captured with nets.  In dry season, it is confined to the deepest parts of the river where it is captured with fishing rods.  Feeds primarily on fruits, seeds and termites.  The food is crushed by four strong teeth on each half-jaw.  (Ref. 27188).  Omnivore (Ref. 76754).",NA
12331,0.544068044,secCons,1.255272505,Characiformes,Neotropic,Sonly,Fonly,notinvasive,59.75714974,225932.9058,mainly animals (troph. 2.8 and up),,"Occurs in creeks with swift water flow, over sandy and rocky bottoms.  Preys on invertebrates (Ref. 12225).",NA
12334,0.301029996,Herb_detrite,1.274157849,Characiformes,Neotropic,Unknown,Fonly,notinvasive,237.5703215,562929.1513,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,In schools of 10-50 specimens in deeper water; feeds on plants.,NA
12335,0.460897843,secCons,0.828659897,Characiformes,Neotropic,Sonly,Fonly,notinvasive,1023.873471,253449.2684,mainly animals (troph. 2.8 and up),,"Ratio of digestive tube length/standard length: 0.7. Perform the sit-and-wait predation in which the fishes remain among the rocks and use their paired fins to rest on the bottom. They visually inspect the nearby substrate areas and, whenever a prey is detected, they swim towards it very fast, thrust against the substrate and grab it with their mouths (Ref. 27701).",NA
12336,0.638489257,Toppred,1.568201724,Characiformes,Neotropic,Sonly,Fonly,notinvasive,73.6458607,174483.8241,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Common in black and clear water streams and rivers, as well as lagoons and other off-channel habitats associated with whitewater rivers (Ref. 52916).  Prefers slow currents and a silty or sandy bottom.  Like other species of the genus, it is a formidable predator (Ref. 12225).  Piscivore (Ref. 76754); however, it consumes insects during the dry periods of the year (Ref. 27188).",NA
12343,0.423245874,Omni,1.079181246,Characiformes,Neotropic,Sonly,Fonly,notinvasive,70.80104404,195771.7019,plants/detritus+animals (troph. 2.2-2.79),variable,Feeds on plants and invertebrates (Ref. 12225).,NA
12344,0.62324929,Toppred,1.093421685,Characiformes,Neotropic,Unknown,Fonly,notinvasive,68.59339942,234197.425,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in rapidly flowing water with a rocky bottom. Like other taxon of the same genus, it is omnivorous and feeds on small fish.",NA
12346,0.539076099,secCons,1.158362492,Characiformes,Neotropic,Sonly,Fonly,notinvasive,53.62651352,274785.0795,mainly animals (troph. 2.8 and up),,,NA
12352,0.511883361,secCons,0.755874856,Characiformes,Neotropic,Sonly,Fonly,notinvasive,69.80102659,189759.8491,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
12371,0.527629886,secCons,0.72427587,Characiformes,Neotropic,Both,Fonly,notinvasive,148.2763503,111007.2349,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Feeds on planktonic and benthic organisms (Ref. 12225).,NA
12372,0.301029996,Herb_detrite,1.29666519,Perciformes,Neotropic,Unknown,Fonly,notinvasive,176.7602759,56610.60804,mainly plants/detritus (troph. 2-2.19),browsing on substrate,Feeds on detritus.,NA
12373,0.44870632,secCons,1.079181246,Characiformes,Neotropic,Sonly,Fonly,notinvasive,51.75186181,433242.7611,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs over sand and rocks, in swift flowing waters where it swims rapidly and incessantly. Feeds on both plants and animals (Ref. 12225).",NA
12391,0.544068044,secCons,1,Characiformes,Neotropic,Sonly,Fonly,notinvasive,71.21520479,152830.6317,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
12402,0.463892989,secCons,1.383815366,Characiformes,Neotropic,Unknown,Fonly,notinvasive,21.45539549,594005.2246,plants/detritus+animals (troph. 2.2-2.79),variable,Omnivores (Ref. 76754).,NA
12404,0.62324929,Toppred,1.411619706,Characiformes,Neotropic,Unknown,Fonly,notinvasive,34.76297779,1360174.852,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Feeds exclusively on fishes.,NA
12405,0.62324929,Toppred,1.503790683,Characiformes,Neotropic,Unknown,Fonly,notinvasive,34.22881513,959683.2174,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Feeds on fishes.,5300
12406,0.653212514,Toppred,1.62324929,Characiformes,Neotropic,Sonly,Fonly,notinvasive,32.11865241,500863.0353,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
12407,0.62324929,Toppred,1.414973348,Characiformes,Neotropic,Unknown,Fonly,notinvasive,269.9144957,30024.13527,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Found in backwaters, usually seen in groups swimming near the surface. Feeds on fishes.",NA
12525,0.544068044,secCons,0.897627091,Siluriformes,Neotropic,Sonly,Fonly,notinvasive,76.25958306,168306.4312,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
12548,0.526339277,secCons,1.77815125,Salmoniformes,Palearctic,Both,FandM,notinvasive,0.95596912,17017.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Lives in clear waters of lower temperature (1-20oC) in mountain streams with sandy and gravel substratum. Feeds on small fish, crustaceans and insects (Ref. 45563).",NA
12549,0.550228353,secCons,1.77815125,Salmoniformes,Palearctic,Both,Fonly,notinvasive,0.95596912,17017.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
12617,0.505149978,secCons,1.397940009,Osteoglossiformes,Afrotropic,Unknown,Fonly,notinvasive,13123.01314,19013.33338,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in shallow coastal waters over sand. Feeds on a wide range of prey, including the larvae of <i>Chaoborus</i>.",NA
12623,0.45484486,secCons,1.301029996,Osmeriformes,Australasia,Unknown,FandM,notinvasive,210.2747338,3394.970746,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in still or slow-flowing waters at low elevations close to the sea; most abundant along shore margins in rocky areas.  The species has a marine juvenile stage, indicative of a diadromous life cycle.  Feeds mainly on aquatic and terrestrial insects.",NA
12803,0.501059262,secCons,1.167317335,Perciformes,Afrotropic,Unknown,FandM,notinvasive,2549.397375,14291.29238,plants/detritus+animals (troph. 2.2-2.79),variable,"Amphibious air-breather (Ref. 31184) that skips or walks on sand or mud in search of food; that is, on exposed intertidal mud flats of estuarine mangrove swamps. Aided with a 'hydrodynamic tongue' in which it holds water in its mouth to grab and manipulate prey on land. Found to be more effective predators on land than in water (Ref. 100787). Feeds chiefly on arthropods (crabs, insects, etc.) of the mud surface. Also included in the diet is the white mangrove, <i>Avicennia nitida</i> (Ref. 3026).",NA
12823,0.488550717,secCons,1.602059991,Mugiliformes,Australasia,Sonly,FandM,notinvasive,155.4570225,13526.16235,plants/detritus+animals (troph. 2.2-2.79),variable,"Found in freshwater during its first year, seldom thereafter.  Forms schools in shallow coastal waters and lower estuaries.  Feeds on small crustaceans and molluscs as well as microscopic algae.  Spawns near estuary mouths or in the sea.",NA
12857,0.62324929,Toppred,1.505149978,Characiformes,Neotropic,Lonely,Fonly,notinvasive,710.8071476,80722.1732,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Occurs in ponds. Feeds mostly on fishes.,NA
12914,0.556302501,secCons,1.698970004,Siluriformes,Afrotropic,Lonely,Fonly,notinvasive,5648.323151,9937.667797,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"In Gaborone reservoir, there were differences in diet composition during wet and dry seasons. In wet season, dominant food were insects (83% dry weight) and during dry season, fish (68% dry weight) was dominant food (Ref. 52847).",NA
12917,0.568201724,secCons,1.602059991,Perciformes,Neotropic,Unknown,FandM,notinvasive,2645.364287,8373.947778,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits rocky and sandy bottoms and feeds on crustaceans, polychaetes and small fish.",199
12938,0.399673721,Omni,1.698970004,Mugiliformes,Australasia,Sonly,FandM,notinvasive,227.4115142,12588.92164,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,"Juveniles in the Gippsland Lakes, Victoria, inhabit lower salinity water (about 20 parts per thousand) but generally from Victoria to southwestern Australia, juveniles less than 1-year-old live in both estuarine and marine environments with salinity to 35 parts per thousand (Ref. 27012, 28470) and temperatures ranging from 14°C to 24°C (Ref. 28707). As they grow older (Ref. 28706), yellow-eye mullet gradually move into more open coastal waters, yet prior to spawning they undertake a more pronounced movement to the coast (Ref. 28470).

Recently hatched juveniles probably enter estuaries by active swimming (Ref. 28707). Juveniles in Barker Inlet (near Adelaide, South Australia) enter estuaries and sheltered bays when they are 3-4 cm long, and remain there until they reach 25-30 cm TL.",950
12976,0.428134794,Omni,1.376576957,Characiformes,Neotropic,Both,Fonly,notinvasive,59.47194107,371421.2182,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs over sandy bottoms in rivers.  Usually forms schools.  Mainly diurnal (Ref. 9086).  Feeds on the fruits and seeds of Moraceae, Myrtaceae, Euphorbiaceae; Coleoptera, Orthoptera, Lepidoptera, and <i>Brachyplatystoma flavicans</i> (Ref. 9086); and on plankton, nekton, and crustaceans (Ref. 10615).  Omnivores (Refs. 51869, 76754).",NA
12977,0.45331834,secCons,1.397940009,Characiformes,Neotropic,Both,Fonly,notinvasive,37.53178188,593060.968,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs over mud and silt in streams and lakes. Feeds on fish, insects, and plants (Ref. 9133).",NA
12985,0.531478917,secCons,1.307496038,Beloniformes,Palearctic,Unknown,FandM,notinvasive,619.680267,69347.54318,mainly animals (troph. 2.8 and up),selective plankton feeding,Inhabits coral reefs (Ref. 58534).  Enters estuaries and freshwater.  Feeds on zooplankton.  Also in Ref. 9137.,NA
13000,0.397940009,Omni,1.903089987,Mugiliformes,Palearctic,Unknown,FandM,notinvasive,391.4920845,47720.16641,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,Occurs in inlet waters; young enters estuaries (Refs. 559 and 9137).,NA
13014,0.505149978,secCons,1.315970345,Beloniformes,Australasia,Both,Fonly,notinvasive,3.646704929,36526,mainly animals (troph. 2.8 and up),,Feeds on terrestrial insects (Ref. 9158).,NA
13026,0.522444234,secCons,1.612783857,Perciformes,Australasia,Both,Fonly,notinvasive,3.646704929,36526,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
13056,0.338456494,Herb_detrite,1.903089987,Characiformes,Neotropic,Sonly,Fonly,notinvasive,1078.686187,210198.8147,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,Found in ponds (Ref. 11229). Known to be a mud-feeder (Ref. 11229).,6960
13103,0.563481096,secCons,1.301029996,Siluriformes,Neotropic,Sonly,Fonly,notinvasive,58.23040193,183708.9183,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
13118,0.431363764,Omni,1.77815125,Siluriformes,Australasia,Sonly,Fonly,notinvasive,21.1295075,34179.25833,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),Feeds on insects and detritus (Ref. 9233). Prawns are excluded from the diet.,NA
13121,0.47567119,secCons,1.875061263,Siluriformes,Australasia,Sonly,Fonly,notinvasive,3.646704929,36526,mainly animals (troph. 2.8 and up),variable,"Feeds on palaemonid shrimps, prawns, fish, plants, and detritus (Ref. 9233).",NA
13122,0.469822016,secCons,1.77815125,Siluriformes,Australasia,Both,Fonly,notinvasive,3.646704929,36526,mainly animals (troph. 2.8 and up),variable,"Feeds on detritus, plants and benthic invertebrates (Ref. 9233).",NA
13123,0.58546073,secCons,1.653212514,Characiformes,Neotropic,Sonly,Fonly,notinvasive,28.24631953,423312.7833,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Found in clear and black waters (Ref. 52916).  Voracious predator. Piscivore (Ref. 76754).,NA
13127,0.477121255,secCons,1.740362689,Siluriformes,Australasia,Both,Fonly,notinvasive,3.646704929,36526,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
13128,0.459392488,secCons,1.477121255,Siluriformes,Australasia,Both,Fonly,notinvasive,3.646704929,36526,mainly animals (troph. 2.8 and up),selective plankton feeding,,NA
13163,0.409933123,Omni,2.079181246,Cypriniformes,IndoMalay,Both,Fonly,notinvasive,66.89329993,8578.974566,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,"Occurs in rivers, usually in deep pools and shady parts in the hilly regions. Lives and breeds in hilly terrain but comes down to tidal reaches for feeding. Spawns in small streams with sandy and weedy bottoms.  Feeds mainly on algae and occasionally on insect larvae.",NA
13164,0.432969291,Omni,1.397940009,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,77.46739268,3220.210166,plants/detritus+animals (troph. 2.2-2.79),variable,Inhabits rivers. Migrates upstreams during floods and spawns in the upper reaches of streams.,NA
13166,0.301029996,Herb_detrite,1.954242509,Cypriniformes,IndoMalay,Both,Fonly,notinvasive,105.8193701,21851.83051,mainly plants/detritus (troph. 2-2.19),,Introduced into reservoirs and lakes in peninsular India. Spawns in the upper Cauvery. The most common fish in the Periyar lake in Kerala.,3000
13168,0.437750563,Omni,1.477121255,Cypriniformes,IndoMalay,Both,Fonly,notinvasive,406.8418268,30710.07154,plants/detritus+animals (troph. 2.2-2.79),variable,"Found in clear rivers and tanks, ponds, beels, and inundated fields. Feeds on plankton and detritus.",570
13171,0.301029996,Herb_detrite,1.875061263,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,9847.189554,48180.18305,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,"Inhabits torrential hill-streams in shallow waters (Ref. 4832). Adults migrate to warmer regions of lakes and streams during winter (Ref. 40974). Used commonly by anglers as bait for <i>Raiamas bola</i> and <i>Tor putitora</i>.  Herbivorous (Refs. 40948, 56237).",NA
13176,0.301029996,Herb_detrite,1.954242509,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,399.0247763,71181.35581,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,"Lives in rivers, lakes and ponds.",1000
13184,0.301029996,Herb_detrite,1.77815125,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,137.1546151,45243.92161,mainly plants/detritus (troph. 2-2.19),hunting macrofauna (predator),"Inhabits clear forested streams and rivers (Ref. 12693).  Occurs in swift flowing streams (Ref. 43281).  Disappears when human activities degrade aquatic habitats, as seen in other members of the genus (Ref. 12693).  Primarily a predator, but also feeds on some types of plant matter, particularly fruits (Ref. 12693).",4500
13193,0.397940009,Omni,1.397940009,Cypriniformes,IndoMalay,Both,Fonly,notinvasive,12.09085505,3366.643273,plants/detritus+animals (troph. 2.2-2.79),variable,"Occur in rivers, streams, ponds and lakes. Usually found in flowing water, particularly with a pebble substrate. Feeds on detritus, algae and higher plants.",NA
13195,0.301029996,Herb_detrite,1.662757832,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,68.03141908,9961.221161,mainly plants/detritus (troph. 2-2.19),,Inhabits running waters.,50
13197,0.434568904,Omni,1.62324929,Cypriniformes,IndoMalay,Both,FandM,notinvasive,60.09502112,7529.972396,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs in rivers, streams, lakes and beels. Tolerant of salinity. Forms schools in groups of four or five to several dozens. Feeds on aquatic insects, fish, algae and shrimps. Spawns in running waters among submerged boulders and vegetation.",50
13213,0.472756449,secCons,1.662757832,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,42.46480269,36571.18018,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs in rivers. Feeds on algae, protozoans, rotifers and crustaceans.",950
13216,0.495544338,secCons,1.698970004,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,26.06754195,4554.305862,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabits cool, fast flowing, rocky streams and rivers. Moves to small streams to spawn. Feeds on plants, insects, shrimps and molluscs.",18416.66667
13233,0.589949601,secCons,1.477121255,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,156.9089955,55038.11794,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
13244,0.465382851,secCons,1.698970004,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,1314.744868,60161.52912,plants/detritus+animals (troph. 2.2-2.79),variable,,NA
13248,0.378397901,Omni,1.428134794,Characiformes,Neotropic,Sonly,Fonly,notinvasive,67.66520982,230190.1904,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs in rivers and small creeks with little current. Is an omnivore which feeds on fruits, seeds and insects which float on the surface of the water.",NA
13251,0.301029996,Herb_detrite,1.292256071,Characiformes,Neotropic,Sonly,Fonly,notinvasive,24.2659106,922847.7041,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,,NA
13254,0.344392274,Omni,1.459392488,Characiformes,Neotropic,Sonly,Fonly,notinvasive,34.76297779,1360174.852,plants/detritus+animals (troph. 2.2-2.79),,,NA
13262,0.653212514,Toppred,2,Siluriformes,Neotropic,Sonly,Fonly,notinvasive,24.2659106,922847.7041,mainly animals (troph. 2.8 and up),,,11253.33333
13270,0.591064607,secCons,1.84509804,Perciformes,Neotropic,Sonly,Fonly,notinvasive,59.83187608,497417.6531,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Specimens collected were from flood prone areas, but in the Amazon the biotopes are more varied.  This fish forays along the shore where small fishes may be concentrated.  Juveniles feed on shrimps, while adults are almost exclusively piscivore (Ref. 76754).",4290
13272,0.530199698,secCons,0.973127854,Perciformes,Neotropic,Sonly,Fonly,notinvasive,21.82475213,585528.0455,plants/detritus+animals (troph. 2.2-2.79),,,NA
13280,0.496929648,secCons,1.477121255,Siluriformes,Neotropic,Sonly,Fonly,notinvasive,69.94501139,135213.8925,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in swamps.  Well-adapted to hypoxic environments, being able to survive for hours, emerged.  Adults feed on small fishes, arthropods, worms and sometimes on fruits (Ref. 35381).",147
13296,0.51851394,secCons,1.653212514,Siluriformes,IndoMalay,Both,FandM,notinvasive,78.94203833,3482.363636,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Found in backwaters. Crustaceans were the most important prey items. Feeding specificity underwent moderate ontogenetic changes. The diet of fingerlings (<10 cm) mainly crustaceans was reduced with increasing size (Ref. 78456). Adult consumed a broad variety of food items including the bones of frogs and terrestrial insects (Ref. 78456).  Increase in feeding intensity was noted in Lake Vembanad, south India from September to December (post-monsoon) with a reduced rate from May to July (monsoon) (Ref. 78456).",NA
13298,0.426511261,Omni,1.255272505,Siluriformes,IndoMalay,Both,Fonly,notinvasive,16.09892041,4233.87567,plants/detritus+animals (troph. 2.2-2.79),variable,"Found in rivers and ponds, commonly in muddy pools and tanks (Ref. 41236).  Adults usually occur among marginal vegetation or roots in both still and slow-flowing waters.  Feed on plants, shrimps, insects and detritus (Ref. 6028).",NA
13307,0.587710965,secCons,2.176091259,Siluriformes,IndoMalay,Sonly,FandM,notinvasive,72.80537474,89592.42727,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Found in rivers and larger streams (Ref. 94495).,NA
13309,0.503790683,secCons,1.176091259,Siluriformes,IndoMalay,Sonly,FandM,notinvasive,86.29147862,26583.30717,plants/detritus+animals (troph. 2.2-2.79),,Omnivorous bottom feeder (Ref. 54942).,NA
13347,0.588831726,secCons,1.582063363,Siluriformes,IndoMalay,Sonly,FandM,notinvasive,456.8199096,73776.85099,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Found in rivers and canals. Feeds on small fish and insects (Ref. 4833). Carnivore (Ref. 56237).,1350
13350,0.505149978,secCons,1.62324929,Siluriformes,IndoMalay,Sonly,Fonly,notinvasive,44.01209485,40489.05263,mainly animals (troph. 2.8 and up),,Feeds on surface dwelling and terrestrial insects.,NA
13352,0.62324929,Toppred,1.681241237,Siluriformes,IndoMalay,Sonly,Fonly,notinvasive,54.39314501,18059.79307,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Inhabits rivers. Feeds on fish.,3750
13367,0.505149978,secCons,1.380211242,Siluriformes,IndoMalay,Sonly,Fonly,notinvasive,2877.397627,46606.85795,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
13396,0.57054294,secCons,1.397940009,Siluriformes,IndoMalay,Sonly,Fonly,notinvasive,76.0728944,9108.622364,mainly animals (troph. 2.8 and up),,,2000
13480,0.552668216,secCons,1.596597096,Siluriformes,Neotropic,Sonly,FandM,notinvasive,98.30116147,26851.27378,mainly animals (troph. 2.8 and up),,Scale-feeding has been observed in juveniles with a size range of 4.2-22.0 cm SL. Incorporates fish scales into a diet based on benthic organisms (Ref. 36963).,NA
13491,0.643452676,Toppred,1.447158031,Siluriformes,Neotropic,Unknown,FandM,notinvasive,582.7401626,20786.20873,mainly animals (troph. 2.8 and up),,Juveniles are lepidophagous (Ref. 36963).,NA
13619,0.301029996,Herb_detrite,0.903089987,Cypriniformes,IndoMalay,Both,Fonly,notinvasive,44.19345829,2916.897334,mainly plants/detritus (troph. 2-2.19),filtering plankton,Inhabits slow-flowing streams. Prefers still water with a mud substrate in the dry zone.,NA
13626,0.354108439,Omni,1.103803721,Cypriniformes,IndoMalay,Lonely,Fonly,notinvasive,18.53496346,5827.771924,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in ponds and ditches and can tolerate very muddy water during droughts. More common in muddy pools than in flowing water. Feeds on insect larvae, small worms and crustaceans.",NA
13631,0.301029996,Herb_detrite,1.698970004,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,4.307636181,2359.690837,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,Inhabits relatively still waters and occurs in deep pools in larger rivers and in most low-country reservoirs.  Feeds mainly on algae.,NA
13635,0.301029996,Herb_detrite,0.84509804,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,9.361425277,2829.84641,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabits hill streams, lowland swamps and dry zone rivers and tanks. Feeds mainly on green algae and detritus.",NA
13639,0.301029996,Herb_detrite,1.579783597,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,19.63115051,3255.92242,plants/detritus+animals (troph. 2.2-2.79),variable,"Found usually in quiet, flowing waters with a sandy substrate. Feeds mainly on detritus, but also algae.",NA
13942,0.607455023,Toppred,1.431363764,Pleuronectiformes,Neotropic,Sonly,FandM,notinvasive,392.5118249,14915.33867,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Found on soft bottoms of trawling grounds and bays (Ref. 11482); commonly found in estuaries; sometimes enters freshwater. Feeds on big benthic invertebrates and small fishes.,NA
14112,0.50242712,secCons,2.079181246,Siluriformes,IndoMalay,Sonly,Fonly,notinvasive,108.616424,30891.69063,plants/detritus+animals (troph. 2.2-2.79),,Known in large rivers in the lower Mekong and reported in middle Mekong (Ref. 12693).,NA
14126,0.43616265,Omni,2.079181246,Siluriformes,IndoMalay,Sonly,Fonly,notinvasive,108.616424,30891.69063,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,4925
14154,0.494154594,secCons,2.113943352,Siluriformes,IndoMalay,Both,Fonly,notinvasive,55.59099498,17299.3202,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,21500
14181,0.301029996,Herb_detrite,2.079181246,Siluriformes,IndoMalay,Sonly,FandM,notinvasive,108.616424,30891.69063,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,,21000
14194,0.505149978,secCons,1.477121255,Siluriformes,IndoMalay,Both,Fonly,notinvasive,156.6347659,17661.95997,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
14211,0.383815366,Omni,1.544068044,Siluriformes,IndoMalay,Sonly,FandM,notinvasive,137.3274013,19833.05276,plants/detritus+animals (troph. 2.2-2.79),variable,,NA
14226,0.498310567,secCons,1.84509804,Siluriformes,IndoMalay,Sonly,Fonly,notinvasive,108.616424,30891.69063,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
14249,0.544068044,secCons,0.934498451,Perciformes,Palearctic,Both,Fonly,notinvasive,257.5162662,30945.98742,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Stomach contents of specimens collected from Stirone Torrent comprise of larvae of Trichoptera in large individuals and larvae of Ephemeroptera in smaller ones. Small annelids and larvae of Plecoptera were also present. In the lower course of the Taro R., adults feed mainly on gammarids; the same diet as those found in Sesia R. Cannibalism have been noted in captive fishes, under conditions of high density, once observed in the wild (Ref, 43646).",NA
14287,0.505149978,secCons,0.875061263,Osmeriformes,Australasia,Both,Fonly,notinvasive,297.1127185,2229.949267,plants/detritus+animals (troph. 2.2-2.79),variable,"Live in the margins of lakes and streams, usually in rocky areas or around vegetation and debris.  Bottom-dweller in shallows of lakes and inlet streams over rocky substrates.  Often sheltering in crevices under rocks, woody debris or among aquatic plants.  May also occur in deeper lacustrine waters.  A nocturnally active, seldom seen species.  Breed in summer (December-January), releasing demersal eggs among rocks at lake margins which hatch in two weeks.  Juveniles swim in midwater feeding on plankton, and colonise the bottom after about six months.  Sexual maturity is attained at the end of the first year; the maximum life span is probably about three years (Ref. 44894).  Feed on insects, small crustaceans, algae and eggs of other galaxiids.",NA
14288,0.503790683,secCons,0.770852012,Osmeriformes,Australasia,Unknown,Fonly,notinvasive,496.8129822,2718.847895,plants/detritus+animals (troph. 2.2-2.79),variable,"Live in rocky shores, among aquatic vegetation, inundated terrestrial scrub and debris.  Cryptic.  They are benthic, preferring rocky lake margins in shallow water, but also occur to at least 10 meters depth.  Found in swampy areas bordering lakes during floods.  Remain close to available cover (rocks, wood, plants).  Behave like a gudgeon, remaining motionless on the bottom most of the time and darting after prey with rapid bursts.  They adopt the typical gudgeon posture of supporting itself with the pectoral fins (Ref. 44894).  Feed on a variety of insects, microcrustaceans, worms, galaxiid eggs and algae.",NA
14289,0.515873844,secCons,1,Osmeriformes,Australasia,Lonely,Fonly,notinvasive,496.8129822,2718.847895,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Lives on rocky shores of lakes.  Bottom-dweller of upland lakes and associated streams, frequently under and around rocks on gravel substrates (Ref. 44894).  Feeds on insects, small crustaceans and mollusks.",NA
